0,R KADAMBAYAR AT BRAHMAPURAM,3.15
0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",3.15
0,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",3.15
0,MARKANDA U/S KALA AMB,3.15
0,RIVER ZUARI AT BORIM BRIDGE,3.15
0,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",3.15
0,RIVER MANDOVI AT AMONA BRIDGE,3.5624999999999996
0,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),3.15
0,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",3.15
0,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",3.15
0,R PERIYAR AT KALAMASSERY,3.15
0,"CHALIYAR AT KOOLIMADU, KERALA",3.15
0,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",3.15
0,R KADALUNDI AT HAJIRAPPALLY,3.5624999999999996
0,R MAMOM AT MAMOM BRIDGE,3.15
0,"U/S DHAKANSU NALLAH, PUNJAB",3.3562499999999997
0,R KORAYAR AT KANJIKODE,2.94375
0,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),3.15
0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",3.15
0,"RIVER ASSONORA AT ASSONORA, GOA",3.3562499999999997
0,"KALU AT ATALE VILLAGE, MAHARASHTRA",3.15
0,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",3.15
0,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",3.3562499999999997
0,"KODRA DAM, MOUNT ABU, RAJASTHAN",3.15
0,R NEELASWARAM AT NAMBIARKAL DAM,3.15
0,"VAMANAPURAM, KERALA",3.15
0,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),3.15
0,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",3.3562499999999997
0,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",3.15
0,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",3.15
0,R PALLICKAL AT NELLIMUKAL,3.3562499999999997
0,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",3.15
0,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",3.15
0,BUDHABALANGA AT BALASORE D/S,2.7375000000000003
0,RIVER PERIYAR AT MUPPATHADAM,3.5624999999999996
0,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",3.15
0,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",3.15
0,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",3.15
0,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",3.15
0,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",2.94375
0,"PERIYAR AT KALADY, KERALA",3.5624999999999996
0,KARAPUZHA DAM AT WAYANAD,3.5624999999999996
0,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",3.3562499999999997
0,RIVER TIRACOL AT TIRACOL,3.15
0,R KADAMBAYAR AT MANCKAKADAVU,3.3562499999999997
0,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",3.15
0,RIVER SINQUERIM NEAR NERUL TEMPLE,3.15
0,RIVER ZUARI AT MARCAIM JETTY,3.3562499999999997
0,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",2.94375
0,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",3.15
0,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",3.76875
0,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",3.3562499999999997
0,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",3.15
0,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",3.15
0,R THALLASSERY AT PATHIPPALAM,3.15
0,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",2.7375000000000003
0,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",3.15
0,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",3.15
0,RIVER MANDOVI NEAR HOTEL MARRIOT,3.3562499999999997
0,R ANCHARAKANDY AT MERUVAMBA,3.5624999999999996
0,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",3.15
0,ZUARI AT PANCHAWADI,3.15
0,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",2.7375000000000003
0,"RIVER SAL AT ORLIM BRIDGE, ORLIM",3.15
0,R AYROOR AT AYROOR BRIDGE,3.15
0,R BHARATHAPUZHA AT PATTAMBI,3.5624999999999996
0,RIVER MANDOVI AT IFFI JETTY,3.3562499999999997
0,TLAWNG DOWNSTREAM AIZAWL,2.94375
0,"RUSHIKULYA AT GANJAM D/S, ODISHA",3.15
0,R KEECHERI AT VADAKKANCHERY BRIDGE,3.15
0,R MANJESWAR AT BAJRAKKARA BR.,3.5624999999999996
0,"CHANDRAGIRI AT PADIYATHADKA, KERALA",3.15
0,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",3.3562499999999997
0,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),3.15
0,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",3.3562499999999997
0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",3.5624999999999996
0,"NAGAVALLI AT RAYAGADA D/S, ODISHA",2.94375
0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",3.5624999999999996
0,"R NEELESWARAM AT HOSDURG, KERALA",3.15
0,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",3.3562499999999997
0,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",2.7375000000000003
0,"RIVER TALPONA AT CANACONA, GOA",3.15
0,"BUDHABALANGA, D/S OF BARIPADA TOWN",3.15
0,"R ITHIKKARA AT AYUR, KERALA",3.3562499999999997
0,UMKHEN AT KSEHPONGDENG,3.15
0,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",2.53125
0,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",3.15
0,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",3.15
0,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",2.94375
0,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,3.15
0,UMKHEN AT WAHKDAIT,3.15
0,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",3.15
0,R ITHIKKARA AT ITHIKKARA,3.15
